player,pos,contract_aav,season,pct_change,upper_limit,lower_limit,min_salary,team,games_played,icetime,expected_goals,goals,assists,points,primary_assists,secondary_assists,shifts,share_of_possible_icetime,pct_of_shift_starts_in_offensive_zone,pct_of_shift_starts_in_neutral_zone,pct_of_shift_starts_in_defensive_zone,pct_of_shift_starts_on_fly,hits,pim,pim_drawn,pim_differential,shots_blocked_by_player,shots_blocked_by_player_per_60,takeaways,giveaways,defensive_zone_giveaways,faceoff_win_pct,goals_above_expected,expected_goals_per_60_minutes,goals_per_60_minutes,assists_per_60_minutes,points_per_60_minutes,shots_on_goal_per_60_minutes,shot_attempts_per_60_minutes,shooting_pct,shooting_pct_on_unblocked_shots,expected_shooting_pct_on_unblocked_shots,shooting_pct_on_unblocked_shots_above_expected,shot_attempts,shots_on_goal,shots_that_missed_net,shots_that_were_blocked,pct_of_unblocked_shots_that_missed_net,expected_pct_of_unblocked_shots_that_missed_net,net_miss_pct_above_expected,high_danger_unblocked_shot_attempts,medium_danger_unblocked_shot_attempts,low_danger_unblocked_shot_attempts,high_danger_xgoals,medium_danger_xgoals,low_danger_xgoals,on-ice_shot_attempt_pct_(corsi),on-ice_unblocked_shot_attempt_pct_(fenwick),on-ice_goals_pct,on-ice_expected_goals_pct,off-ice_expected_goals_pct,relative_expected_goals_pct,on-ice_score_adjusted_expected_goals_pct,on-ice_score/flurry_adjusted_expected_goals_pct,on-ice_expected_goals_against_per_60_minutes,on-ice_shot_attempts_against_per_60_minutes,on-ice_high_danger_shot_attempts_against_per_60_minutes,flurry_adjusted_xgoals,on-ice_goal_differential,on-ice_expected_goals_differential,rebounds_created,xrebounds_created,rebounds_created_above_expected,xgoals_on_rebounds_shots,share_of_xgoals_from_rebounds_shots,xgoals_from_non_rebounds,xgoals_of_expected_rebounds,created_xgoals,created_xgoals_minus_actual_xgoals,shooting_talent_above_average,shooting_talent_adjusted_expected_goals,goals_above_shooting_talent,final_standing
Mark Fraser,D,550000,2010-11,0.0825,64300000,48300000,525000,NJD,25.0,347.0,0.4,0.0,2.0,2.0,2.0,0.0,472.0,0.23,0.066,0.106,0.055,0.773,57.0,29.0,35.0,-6.0,18.0,3.11,3.0,8.0,7.0,0.0,-0.4,0.07,0.0,0.35,0.35,2.59,6.04,0.0,0.0,0.0,0.0,35.0,15.0,10.0,10.0,0.4,0.36,0.04,0.0,0.0,25.0,0.0,0.0,0.42,0.49,0.48,0.48,0.47600000000000003,0.495,-0.019,0.484,0.478,2.15,48.87,1.21,0.4,-1.0,-1.1,1.0,0.8,0.2,0.0,0.0,0.4,0.2,0.6,0.2,-0.005,0.4,-0.4,23.0
Steve Eminger,D,800000,2010-11,0.0825,64300000,48300000,525000,NYR,65.0,1030.0,1.9,2.0,4.0,6.0,0.0,4.0,1346.0,0.261,0.10300000000000001,0.157,0.105,0.634,143.0,20.0,23.0,-3.0,103.0,6.0,18.0,16.0,13.0,0.0,0.1,0.11,0.12,0.23,0.35,1.34,3.49,0.087,0.05,0.025,0.025,60.0,23.0,17.0,20.0,0.425,0.35,0.075,2.0,4.0,34.0,0.66,0.49,0.74,0.45,0.45,0.44,0.486,0.54,-0.054000000000000006,0.48700000000000004,0.488,2.52,56.84,2.5,1.8,-9.0,-2.3,0.0,1.6,-1.6,0.5,0.243,1.4,0.3,1.7,-0.2,0.07200000000000001,2.0,0.0,18.0
Josh Gorges,D,2500000,2010-11,0.0825,64300000,48300000,525000,MTL,36.0,762.0,1.5,1.0,6.0,7.0,1.0,5.0,1031.0,0.35200000000000004,0.094,0.152,0.184,0.569,55.0,18.0,14.0,4.0,79.0,6.22,8.0,24.0,21.0,0.0,-0.5,0.12,0.08,0.47,0.55,1.57,4.88,0.05,0.026000000000000002,0.026000000000000002,0.0,62.0,20.0,19.0,23.0,0.48700000000000004,0.359,0.128,1.0,1.0,37.0,0.58,0.11,0.78,0.42,0.43,0.41,0.401,0.57,-0.16899999999999998,0.40399999999999997,0.39899999999999997,3.01,62.5,3.23,1.4,-11.0,-12.7,1.0,1.6,-0.5,0.0,0.0,1.5,0.3,1.8,0.3,-0.14400000000000002,1.3,-0.3,14.0
Andrej Sekera,D,2750000,2010-11,0.0825,64300000,48300000,525000,BUF,76.0,1602.0,4.3,3.0,26.0,29.0,10.0,16.0,2059.0,0.345,0.106,0.159,0.129,0.606,61.0,22.0,26.0,-4.0,85.0,3.18,38.0,51.0,35.0,0.0,-1.3,0.16,0.11,0.97,1.09,3.3,8.54,0.034,0.022000000000000002,0.028999999999999998,-0.006999999999999999,228.0,88.0,48.0,92.0,0.353,0.316,0.037000000000000005,1.0,12.0,123.0,0.27,1.53,2.49,0.52,0.51,0.532,0.512,0.496,0.016,0.512,0.512,2.56,52.16,2.28,4.2,9.0,3.3,7.0,6.3,0.7,0.5,0.11699999999999999,3.8,1.4,5.2,0.9,0.0,4.3,-1.3,15.0
Karl Alzner,D,1285000,2010-11,0.0825,64300000,48300000,525000,WSH,82.0,1629.0,1.7,2.0,10.0,12.0,2.0,8.0,2021.0,0.325,0.096,0.188,0.135,0.581,98.0,24.0,14.0,10.0,132.0,4.86,24.0,40.0,35.0,0.0,0.3,0.06,0.07,0.37,0.44,2.36,5.23,0.031,0.022000000000000002,0.011000000000000001,0.011000000000000001,142.0,64.0,25.0,53.0,0.281,0.337,-0.055999999999999994,0.0,1.0,88.0,0.0,0.1,1.61,0.49,0.48,0.49200000000000005,0.473,0.5539999999999999,-0.081,0.47200000000000003,0.47200000000000003,2.59,54.94,2.14,1.7,-2.0,-7.3,1.0,3.2,-2.2,0.1,0.057999999999999996,1.6,0.6,2.2,0.5,-0.10800000000000001,1.5,0.5,2.0
Sami Lepisto,D,750000,2010-11,0.0825,64300000,48300000,525000,CBJ,70.0,1228.0,2.7,4.0,12.0,16.0,4.0,8.0,1598.0,0.28800000000000003,0.09699999999999999,0.153,0.126,0.623,72.0,55.0,43.0,12.0,90.0,4.39,20.0,24.0,18.0,1.0,1.3,0.13,0.2,0.59,0.78,2.73,6.54,0.071,0.048,0.024,0.024,134.0,56.0,27.0,51.0,0.325,0.337,-0.012,1.0,4.0,78.0,0.2,0.42,2.08,0.47,0.47,0.461,0.408,0.5,-0.092,0.408,0.414,2.84,58.1,2.34,2.7,-8.0,-18.1,3.0,3.8,-0.8,0.3,0.122,2.4,0.8,3.2,0.5,-0.207,2.1,1.9,24.0
Adam McQuaid,D,1566666,2010-11,0.0825,64300000,48300000,525000,BOS,67.0,996.0,1.8,3.0,12.0,15.0,6.0,6.0,1353.0,0.244,0.091,0.16699999999999998,0.14,0.602,102.0,86.0,91.0,-5.0,131.0,7.89,5.0,15.0,12.0,0.0,1.2,0.11,0.18,0.72,0.9,2.77,7.41,0.065,0.048,0.016,0.032,123.0,46.0,16.0,61.0,0.258,0.32299999999999995,-0.065,1.0,4.0,57.0,0.24,0.46,1.11,0.45,0.44,0.622,0.457,0.507,-0.05,0.462,0.467,2.61,62.95,1.99,1.8,22.0,-6.9,5.0,2.4,2.6,0.2,0.132,1.6,0.5,2.1,0.3,-0.034,1.8,1.2,7.0
Derek Smith,D,700000,2010-11,0.0825,64300000,48300000,525000,OTT,9.0,137.0,0.3,0.0,1.0,1.0,1.0,0.0,167.0,0.255,0.15,0.114,0.07200000000000001,0.665,5.0,0.0,4.0,-4.0,11.0,4.79,3.0,2.0,1.0,0.0,-0.3,0.13,0.0,0.44,0.44,5.66,9.58,0.0,0.0,0.0,0.0,22.0,13.0,2.0,7.0,0.133,0.33299999999999996,-0.2,0.0,0.0,15.0,0.0,0.0,0.29,0.58,0.58,0.8,0.597,0.444,0.153,0.599,0.591,1.38,41.78,0.87,0.3,3.0,1.5,0.0,0.6,-0.6,0.0,0.0,0.3,0.1,0.4,0.1,-0.09699999999999999,0.3,-0.3,26.0
Shane O'Brien,D,1100000,2010-11,0.0825,64300000,48300000,525000,NSH,80.0,1369.0,2.6,2.0,7.0,9.0,4.0,3.0,1764.0,0.281,0.084,0.129,0.184,0.603,164.0,83.0,49.0,34.0,80.0,3.51,30.0,50.0,41.0,0.0,-0.6,0.12,0.09,0.31,0.39,2.19,4.6,0.04,0.028999999999999998,0.028999999999999998,0.0,105.0,50.0,19.0,36.0,0.275,0.319,-0.043,0.0,12.0,57.0,0.0,1.34,1.3,0.42,0.41,0.41100000000000003,0.39799999999999996,0.541,-0.14300000000000002,0.40299999999999997,0.402,2.82,61.48,2.28,2.6,-16.0,-21.8,2.0,2.9,-0.9,0.3,0.121,2.3,0.6,2.9,0.3,0.0,2.6,-0.6,10.0
Ryan Wilson,D,1275000,2010-11,0.0825,64300000,48300000,525000,COL,67.0,1327.0,2.8,3.0,13.0,16.0,7.0,6.0,1759.0,0.325,0.087,0.185,0.162,0.5660000000000001,135.0,68.0,54.0,14.0,110.0,4.97,28.0,31.0,20.0,0.0,0.2,0.13,0.14,0.59,0.72,2.8,6.15,0.048,0.033,0.022000000000000002,0.011000000000000001,136.0,62.0,29.0,45.0,0.319,0.33,-0.011000000000000001,1.0,5.0,85.0,0.31,0.67,1.82,0.43,0.43,0.39799999999999996,0.45,0.486,-0.036000000000000004,0.445,0.44799999999999995,2.82,61.09,2.13,2.8,-27.0,-11.3,7.0,3.6,3.4,0.2,0.08199999999999999,2.6,0.7,3.3,0.5,-0.028999999999999998,2.7,0.3,29.0
Mike Lundin,D,1000000,2010-11,0.0825,64300000,48300000,525000,TBL,69.0,1407.0,1.8,1.0,11.0,12.0,4.0,7.0,1931.0,0.33399999999999996,0.083,0.205,0.154,0.5579999999999999,25.0,12.0,12.0,0.0,108.0,4.6,17.0,18.0,17.0,0.0,-0.7,0.07,0.04,0.47,0.51,2.34,6.78,0.018000000000000002,0.011000000000000001,0.011000000000000001,0.0,159.0,55.0,38.0,66.0,0.409,0.344,0.065,0.0,0.0,93.0,0.0,0.0,1.75,0.43,0.43,0.409,0.446,0.598,-0.152,0.452,0.451,2.81,61.67,2.64,1.7,-23.0,-12.8,3.0,3.6,-0.6,0.0,0.023,1.7,0.7,2.5,0.7,0.0,1.8,-0.7,8.0
Derek Joslin,D,700000,2010-11,0.0825,64300000,48300000,525000,CAR,34.0,518.0,1.1,2.0,7.0,9.0,2.0,5.0,717.0,0.251,0.12300000000000001,0.146,0.126,0.605,40.0,10.0,8.0,2.0,28.0,3.24,7.0,17.0,13.0,0.0,0.9,0.12,0.23,0.81,1.04,3.93,8.9,0.059000000000000004,0.045,0.023,0.022000000000000002,77.0,34.0,10.0,33.0,0.22699999999999998,0.341,-0.114,0.0,1.0,43.0,0.0,0.1,0.96,0.49,0.47,0.581,0.506,0.526,-0.02,0.502,0.507,2.39,57.92,1.73,1.0,7.0,0.5,2.0,1.8,0.2,0.0,0.027999999999999997,1.0,0.4,1.5,0.4,-0.19699999999999998,0.9,1.1,19.0
Michael Sauer,D,1250000,2010-11,0.0825,64300000,48300000,525000,NYR,76.0,1329.0,3.5,3.0,12.0,15.0,6.0,6.0,1736.0,0.287,0.10400000000000001,0.149,0.111,0.637,78.0,75.0,57.0,18.0,96.0,4.33,25.0,13.0,12.0,0.0,-0.5,0.16,0.14,0.54,0.68,2.44,5.64,0.055999999999999994,0.033,0.033,0.0,125.0,54.0,36.0,35.0,0.4,0.311,0.08900000000000001,3.0,6.0,81.0,1.14,0.65,1.72,0.48,0.49,0.564,0.54,0.539,0.001,0.5429999999999999,0.541,2.09,56.34,1.9,3.4,12.0,8.1,3.0,3.6,-0.6,0.8,0.23,2.7,0.8,3.5,0.0,0.0,3.5,-0.5,18.0
Alec Martinez,D,737500,2010-11,0.0825,64300000,48300000,525000,LAK,60.0,916.0,4.0,5.0,11.0,16.0,4.0,7.0,1237.0,0.251,0.171,0.17,0.10099999999999999,0.5579999999999999,69.0,18.0,2.0,16.0,73.0,4.78,4.0,22.0,16.0,0.0,1.0,0.26,0.33,0.72,1.05,4.84,12.44,0.068,0.045,0.027000000000000003,0.018000000000000002,190.0,74.0,38.0,78.0,0.33899999999999997,0.321,0.018000000000000002,2.0,5.0,105.0,1.11,0.55,2.3,0.6,0.6,0.639,0.605,0.498,0.107,0.604,0.603,1.66,42.22,1.11,3.9,17.0,13.5,2.0,5.1,-3.1,1.1,0.27,2.9,1.1,4.0,0.0,-0.10400000000000001,3.5,1.5,12.0
Radek Martinek,D,2200000,2010-11,0.0825,64300000,48300000,525000,NYI,64.0,1334.0,3.9,3.0,13.0,16.0,7.0,6.0,1611.0,0.341,0.08900000000000001,0.18600000000000003,0.16399999999999998,0.561,69.0,35.0,31.0,4.0,128.0,5.76,34.0,39.0,27.0,0.0,-0.9,0.18,0.13,0.58,0.72,4.36,9.44,0.031,0.021,0.021,0.0,210.0,97.0,48.0,65.0,0.331,0.331,0.0,0.0,9.0,136.0,0.0,0.97,2.93,0.43,0.44,0.426,0.423,0.499,-0.076,0.41600000000000004,0.42700000000000005,3.35,65.93,3.24,3.8,-17.0,-19.9,5.0,5.7,-0.7,0.3,0.079,3.6,1.2,4.8,0.9,0.055,4.1,-1.1,27.0
Tomas Kaberle,D,4250000,2010-11,0.0825,64300000,48300000,525000,BOS,82.0,1813.0,7.0,4.0,43.0,47.0,21.0,22.0,2237.0,0.364,0.16399999999999998,0.16399999999999998,0.08800000000000001,0.584,37.0,18.0,12.0,6.0,140.0,4.63,29.0,70.0,56.0,0.0,-2.9,0.23,0.13,1.42,1.56,4.3,9.83,0.031,0.021,0.031,-0.01,297.0,130.0,63.0,104.0,0.326,0.326,0.0,4.0,13.0,176.0,1.41,1.4,4.13,0.56,0.55,0.629,0.557,0.442,0.115,0.555,0.5539999999999999,2.48,51.43,2.28,6.5,41.0,19.1,9.0,8.7,0.3,0.0,0.004,6.9,2.1,9.1,2.1,-0.113,6.2,-2.2,7.0
Marc Methot,D,3000000,2010-11,0.0825,64300000,48300000,525000,CBJ,74.0,1471.0,2.1,0.0,15.0,15.0,7.0,8.0,2022.0,0.326,0.107,0.174,0.18,0.54,176.0,58.0,42.0,16.0,98.0,4.0,21.0,27.0,21.0,0.0,-2.0,0.08,0.0,0.61,0.61,2.36,5.38,0.0,0.0,0.022000000000000002,-0.022000000000000002,132.0,58.0,31.0,43.0,0.348,0.337,0.011000000000000001,0.0,2.0,87.0,0.0,0.24,1.8,0.43,0.43,0.384,0.43,0.537,-0.107,0.429,0.433,2.74,60.42,2.32,2.0,-32.0,-16.6,3.0,3.4,-0.4,0.1,0.068,1.9,0.7,2.7,0.6,0.09699999999999999,2.2,-2.2,24.0
Keith Yandle,D,5250000,2010-11,0.0825,64300000,48300000,525000,ARI,82.0,1998.0,12.6,11.0,48.0,59.0,23.0,25.0,2415.0,0.4,0.20199999999999999,0.185,0.114,0.499,30.0,38.0,44.0,-6.0,103.0,3.09,31.0,61.0,40.0,0.0,-1.6,0.38,0.33,1.44,1.77,5.97,12.91,0.055,0.036000000000000004,0.04,-0.004,430.0,199.0,104.0,127.0,0.34299999999999997,0.32,0.023,6.0,26.0,271.0,3.13,3.19,6.24,0.55,0.55,0.608,0.5529999999999999,0.428,0.125,0.5529999999999999,0.5529999999999999,2.54,51.46,1.92,12.3,39.0,19.9,13.0,13.3,-0.3,0.5,0.037000000000000005,12.1,3.0,15.1,2.5,0.061,13.3,-2.3,11.0
Mike Weber,D,950000,2010-11,0.0825,64300000,48300000,525000,BUF,58.0,979.0,3.1,4.0,13.0,17.0,3.0,10.0,1329.0,0.278,0.09300000000000001,0.14400000000000002,0.12300000000000001,0.639,158.0,69.0,37.0,32.0,99.0,6.06,14.0,34.0,29.0,0.0,0.9,0.19,0.24,0.8,1.04,3.25,7.47,0.075,0.049,0.037000000000000005,0.012,122.0,53.0,28.0,41.0,0.34600000000000003,0.34600000000000003,0.0,3.0,4.0,74.0,1.1,0.57,1.45,0.45,0.47,0.556,0.457,0.498,-0.040999999999999995,0.46,0.45899999999999996,2.68,60.81,2.33,3.0,8.0,-7.0,4.0,3.0,1.0,0.3,0.109,2.8,0.6,3.4,0.3,0.0,3.1,0.9,15.0
Anton Babchuk,D,2500000,2010-11,0.0825,64300000,48300000,525000,CGY,82.0,1329.0,6.4,11.0,24.0,35.0,8.0,16.0,1709.0,0.265,0.16,0.16399999999999998,0.07,0.606,19.0,32.0,14.0,18.0,156.0,7.04,19.0,42.0,26.0,0.0,4.6,0.29,0.5,1.08,1.58,5.96,13.95,0.083,0.053,0.028999999999999998,0.024,309.0,132.0,74.0,103.0,0.359,0.316,0.044000000000000004,5.0,5.0,196.0,2.17,0.62,3.63,0.55,0.57,0.629,0.5720000000000001,0.49200000000000005,0.08,0.574,0.5670000000000001,2.16,53.03,1.76,6.2,32.0,16.0,9.0,8.3,0.7,0.0,0.005,6.4,1.9,8.3,1.9,0.0,6.4,4.6,17.0
Ian White,D,2875000,2010-11,0.0825,64300000,48300000,525000,SJS,78.0,1559.0,5.7,4.0,22.0,26.0,7.0,15.0,1934.0,0.327,0.114,0.146,0.128,0.612,59.0,26.0,10.0,16.0,144.0,5.54,30.0,26.0,14.0,0.0,-1.7,0.22,0.15,0.85,1.0,5.31,12.7,0.028999999999999998,0.019,0.024,-0.005,330.0,138.0,69.0,123.0,0.33299999999999996,0.324,0.01,2.0,9.0,196.0,0.67,1.02,4.02,0.53,0.52,0.514,0.5429999999999999,0.509,0.034,0.5429999999999999,0.542,2.63,56.98,2.27,5.5,4.0,12.9,16.0,8.7,7.3,0.1,0.021,5.6,1.9,7.5,1.8,0.14300000000000002,6.5,-2.5,5.0
Fedor Tyutin,D,4500000,2010-11,0.0825,64300000,48300000,525000,CBJ,80.0,1815.0,5.9,7.0,20.0,27.0,10.0,10.0,2278.0,0.37200000000000005,0.122,0.162,0.16,0.555,120.0,32.0,25.0,7.0,93.0,3.07,29.0,29.0,19.0,0.5,1.1,0.19,0.23,0.66,0.89,4.23,8.59,0.055,0.040999999999999995,0.03,0.011000000000000001,260.0,128.0,41.0,91.0,0.243,0.32,-0.077,5.0,7.0,157.0,1.59,0.89,3.39,0.54,0.54,0.44799999999999995,0.5529999999999999,0.473,0.08,0.552,0.55,2.19,48.78,1.92,5.7,-17.0,15.6,8.0,7.4,0.6,0.8,0.138,5.1,1.7,6.8,0.9,-0.027999999999999997,5.7,1.3,24.0
Scott Hannan,D,1000000,2010-11,0.0825,64300000,48300000,525000,WSH,78.0,1543.0,3.1,1.0,10.0,11.0,5.0,5.0,1884.0,0.324,0.076,0.16,0.152,0.611,84.0,34.0,10.0,24.0,122.0,4.74,19.0,41.0,36.0,0.0,-2.1,0.12,0.04,0.39,0.43,2.18,4.24,0.018000000000000002,0.013000000000000001,0.04,-0.027000000000000003,109.0,56.0,19.0,34.0,0.253,0.32,-0.067,3.0,9.0,63.0,0.82,1.1,1.18,0.45,0.46,0.424,0.49200000000000005,0.5379999999999999,-0.046,0.494,0.491,2.51,60.22,1.94,3.0,-19.0,-1.9,7.0,3.1,3.9,0.1,0.028999999999999998,3.0,0.6,3.6,0.5,-0.221,2.4,-1.4,2.0
Shea Weber,D,7500000,2010-11,0.0825,64300000,48300000,525000,NSH,82.0,2074.0,11.8,16.0,32.0,48.0,17.0,15.0,2374.0,0.415,0.14,0.174,0.158,0.527,211.0,56.0,26.0,30.0,113.0,3.27,62.0,51.0,34.0,0.0,4.2,0.34,0.46,0.93,1.39,7.35,14.38,0.063,0.043,0.028999999999999998,0.013999999999999999,497.0,254.0,120.0,123.0,0.321,0.32899999999999996,-0.008,2.0,18.0,354.0,1.04,2.08,8.65,0.54,0.52,0.5579999999999999,0.57,0.451,0.11900000000000001,0.573,0.568,2.14,48.04,1.74,11.1,21.0,24.1,17.0,16.7,0.3,1.1,0.09699999999999999,10.6,3.7,14.4,2.6,0.106,13.0,3.0,10.0
Colin White,D,1000000,2010-11,0.0825,64300000,48300000,525000,NJD,69.0,1301.0,1.1,0.0,6.0,6.0,2.0,4.0,1753.0,0.31,0.075,0.154,0.145,0.626,109.0,46.0,29.0,17.0,100.0,4.61,21.0,38.0,32.0,0.0,-1.1,0.05,0.0,0.28,0.28,2.31,4.43,0.0,0.0,0.015,-0.015,96.0,50.0,16.0,30.0,0.242,0.348,-0.106,0.0,1.0,65.0,0.0,0.08,0.99,0.44,0.44,0.38,0.40299999999999997,0.5489999999999999,-0.146,0.40299999999999997,0.41200000000000003,2.67,52.81,2.44,1.1,-22.0,-18.8,1.0,2.3,-1.3,0.0,0.0,1.1,0.5,1.6,0.5,0.038,1.1,-1.1,23.0
Brent Burns,D,5760000,2010-11,0.0825,64300000,48300000,525000,MIN,80.0,2003.0,12.1,17.0,29.0,46.0,13.0,16.0,2552.0,0.41200000000000003,0.114,0.166,0.16399999999999998,0.556,133.0,88.0,31.0,57.0,106.0,3.17,47.0,80.0,52.0,0.5,4.9,0.36,0.51,0.87,1.38,5.09,11.32,0.1,0.069,0.048,0.021,378.0,170.0,78.0,130.0,0.315,0.302,0.012,9.0,28.0,211.0,3.63,3.28,5.15,0.48,0.48,0.48700000000000004,0.48700000000000004,0.435,0.052000000000000005,0.486,0.48700000000000004,2.76,55.22,2.64,11.7,-5.0,-4.6,15.0,11.0,4.0,0.9,0.07,11.2,2.5,13.7,1.6,-0.078,11.1,5.9,21.0
Niklas Kronwall,D,4750000,2010-11,0.0825,64300000,48300000,525000,DET,77.0,1760.0,11.6,11.0,26.0,37.0,11.0,15.0,2179.0,0.375,0.13699999999999998,0.16399999999999998,0.177,0.522,113.0,36.0,24.0,12.0,129.0,4.4,26.0,49.0,33.0,0.0,-0.6,0.4,0.37,0.89,1.26,4.46,8.96,0.084,0.059000000000000004,0.059000000000000004,0.0,263.0,131.0,54.0,78.0,0.292,0.324,-0.032,14.0,20.0,151.0,5.04,2.25,4.33,0.54,0.54,0.541,0.55,0.526,0.024,0.5489999999999999,0.5479999999999999,2.46,51.28,1.74,11.2,13.0,16.2,9.0,9.2,-0.2,1.7,0.147,9.9,2.2,12.1,0.5,0.0,11.6,-0.6,6.0
Mike Weaver,D,1100000,2010-11,0.0825,64300000,48300000,525000,FLA,82.0,1706.0,1.7,2.0,11.0,13.0,7.0,4.0,2098.0,0.341,0.077,0.193,0.195,0.535,98.0,34.0,38.0,-4.0,132.0,4.64,47.0,29.0,27.0,0.0,0.3,0.06,0.07,0.39,0.46,1.86,5.1,0.038,0.024,0.012,0.012,145.0,53.0,30.0,62.0,0.361,0.337,0.024,0.0,1.0,82.0,0.0,0.11,1.58,0.43,0.43,0.4,0.42700000000000005,0.529,-0.102,0.425,0.429,2.93,61.89,2.43,1.6,-25.0,-21.3,7.0,3.1,3.9,0.3,0.154,1.4,0.6,2.0,0.3,-0.196,1.4,0.6,28.0
Victor Hedman,D,4000000,2010-11,0.0825,64300000,48300000,525000,TBL,79.0,1659.0,4.4,3.0,23.0,26.0,9.0,14.0,2246.0,0.34299999999999997,0.113,0.174,0.139,0.575,54.0,70.0,28.0,42.0,85.0,3.07,48.0,64.0,43.0,0.0,-1.4,0.16,0.11,0.83,0.94,3.65,8.78,0.03,0.019,0.026000000000000002,-0.006999999999999999,243.0,101.0,54.0,88.0,0.348,0.32899999999999996,0.019,2.0,7.0,146.0,0.69,0.73,3.0,0.52,0.53,0.48700000000000004,0.539,0.5529999999999999,-0.013999999999999999,0.541,0.54,2.24,51.05,1.92,4.4,-4.0,10.4,6.0,6.1,-0.1,0.1,0.025,4.3,1.3,5.6,1.2,-0.121,3.9,-0.9,8.0
Tim Gleason,D,4000000,2010-11,0.0825,64300000,48300000,525000,CAR,82.0,1725.0,2.8,2.0,14.0,16.0,6.0,8.0,2214.0,0.345,0.111,0.19699999999999998,0.185,0.507,215.0,65.0,35.0,30.0,141.0,4.9,16.0,43.0,31.0,0.0,-0.8,0.1,0.07,0.49,0.56,2.92,7.93,0.024,0.015,0.015,0.0,228.0,84.0,53.0,91.0,0.387,0.34299999999999997,0.044000000000000004,0.0,3.0,134.0,0.0,0.28,2.55,0.43,0.41,0.396,0.41700000000000004,0.528,-0.111,0.41600000000000004,0.42200000000000004,3.35,70.65,2.78,2.8,-29.0,-27.3,10.0,5.3,4.7,0.1,0.039,2.7,1.1,3.8,1.0,-0.099,2.5,-0.5,19.0
John-Michael Liles,D,3875000,2010-11,0.0825,64300000,48300000,525000,COL,76.0,1672.0,9.2,6.0,40.0,46.0,19.0,21.0,2028.0,0.36200000000000004,0.183,0.183,0.11,0.524,59.0,35.0,61.0,-26.0,153.0,5.49,32.0,36.0,16.0,0.0,-3.2,0.33,0.22,1.43,1.65,5.85,12.91,0.037000000000000005,0.026000000000000002,0.039,-0.013000000000000001,360.0,163.0,67.0,130.0,0.29100000000000004,0.309,-0.017,6.0,17.0,207.0,1.99,2.1,5.09,0.53,0.55,0.556,0.575,0.419,0.156,0.5710000000000001,0.5670000000000001,2.41,52.3,1.94,8.9,19.0,23.6,15.0,10.4,4.6,1.6,0.175,7.6,2.4,10.0,0.8,0.001,9.2,-3.2,29.0
Alex Goligoski,D,4600000,2010-11,0.0825,64300000,48300000,525000,DAL,83.0,1844.0,11.3,14.0,32.0,46.0,13.0,19.0,2054.0,0.365,0.182,0.162,0.08800000000000001,0.568,75.0,40.0,30.0,10.0,106.0,3.45,14.0,56.0,27.0,0.0,2.7,0.37,0.46,1.04,1.5,5.27,12.75,0.086,0.057,0.045,0.012,392.0,162.0,82.0,148.0,0.336,0.32799999999999996,0.008,10.0,15.0,219.0,4.93,1.67,4.69,0.58,0.57,0.617,0.575,0.478,0.09699999999999999,0.578,0.5660000000000001,2.46,48.17,2.54,10.2,43.0,26.9,13.0,10.3,2.7,1.6,0.14300000000000002,9.7,2.4,12.1,0.8,0.191,13.4,0.6,16.0
Francois Beauchemin,D,3500000,2010-11,0.0825,64300000,48300000,525000,ANA,81.0,1868.0,5.0,5.0,12.0,17.0,3.0,9.0,2355.0,0.379,0.095,0.16899999999999998,0.135,0.601,122.0,32.0,24.0,8.0,182.0,5.84,34.0,90.0,79.0,0.0,0.0,0.16,0.16,0.39,0.55,3.4,7.93,0.047,0.031,0.031,0.0,247.0,106.0,56.0,85.0,0.34600000000000003,0.33299999999999996,0.012,3.0,10.0,149.0,0.88,1.23,2.91,0.46,0.46,0.425,0.45899999999999996,0.514,-0.055,0.456,0.461,2.71,58.49,2.41,4.9,-26.0,-12.9,3.0,6.6,-3.6,0.6,0.11699999999999999,4.4,1.4,5.8,0.8,0.0,5.0,0.0,9.0
Jamie McBain,D,1800000,2010-11,0.0825,64300000,48300000,525000,CAR,76.0,1447.0,4.0,7.0,23.0,30.0,9.0,14.0,1802.0,0.313,0.151,0.187,0.10800000000000001,0.5529999999999999,41.0,32.0,16.0,16.0,117.0,4.85,22.0,36.0,26.0,0.0,3.0,0.17,0.29,0.95,1.24,3.94,9.24,0.07400000000000001,0.054000000000000006,0.031,0.023,223.0,95.0,35.0,93.0,0.26899999999999996,0.315,-0.046,3.0,5.0,122.0,0.84,0.62,2.54,0.51,0.5,0.518,0.537,0.46799999999999997,0.069,0.536,0.54,2.56,56.89,1.7,3.9,5.0,9.9,9.0,5.4,3.6,0.5,0.113,3.6,1.2,4.7,0.7,-0.003,4.0,3.0,19.0
